object_name,luminosity,star_color,koi_pdisposition,koi_disposition
OBJECT NAME WASN'T RECORDED,7.007737542473449e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.68836118288845e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.805710281560393e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4460963785820018e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.056113416901058e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.333763240811e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.2170159646007756e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.846770814629587e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1392180903348323e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.85322663124484e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9215664009909256e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4861029082205804e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.8298476905350174e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0031765302853548e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.462848136317683e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.242095283951223e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.813090219723057e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.789943493886641e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.1523042327552144e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6609015222776344e+24,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0832035031871845e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.770047086538855e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.487565571174217e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.943257884287748e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.608747930176822e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.387798243411502e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1336632163967649e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.622087720592059e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.793645776171688e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.2733557937952956e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.7323410047765653e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.64580807833767e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.432701502165333e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5578096881738634e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8660533487987693e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.426673026851881e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.213342047396096e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.200080084344791e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1134760143327088e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.537155547467232e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5063130897238392e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.744653511148432e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.773663576604474e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.5704646085928516e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0793142353233321e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0705818246006298e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7267007836231275e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.3376719194567354e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.805710281560393e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.140696534929779e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.510098421508127e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.958237034933948e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.278649913480938e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.701550116269538e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.5796640195715494e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.09846801411772e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.017295417329818e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5275763745307633e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.300149675748391e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.958832781492992e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4647596537796248e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.4762454289802616e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.406051151560378e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4517823719485842e+28,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1505171575162273e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.942602047432224e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.980081499745733e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.8504756834686836e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7142155388803817e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.0860058739208324e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.077068458087213e+27,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.542498103204441e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.599004431399524e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6449605247772582e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.209741151967521e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4202662649700574e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.656887467484715e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.322456131268562e+27,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,7.745105908919978e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.881877831396246e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.70549614769013e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.8128980179804894e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.760086718994312e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4110677671135314e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2973029804714994e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5386466866496439e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.004070219359996e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.3303149798977695e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1074269294019216e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.614008903173836e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.166399746330147e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9409526894116353e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.220420149782307e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.737121242379112e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6738610709955025e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0558160117375358e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0016783215312128e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.51852078187555e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.526960333450424e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.4414384309127325e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.105873234516997e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2411761022690983e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4641404515515608e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.591496564007555e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.423985801939831e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.105817121944653e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9072288143774636e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.944138205657205e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.473496068915657e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.898425154384707e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.972174518116865e+27,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.9841755757819502e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.149539914198579e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6646848693690106e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.2998099897542475e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1680839365530858e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1646 b,1.4086862552105782e+24,Red,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.240868922417507e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.42078848830101e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.138300420606325e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.132974447306254e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.069847498259744e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5098097934064441e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.847638435193212e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.707902581174347e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.735068983575103e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0667413167805987e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2903384943810708e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.786917613013417e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.390589342181509e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.108186599353361e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.620866829367518e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.49535292372372e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.7547958255662597e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.025733357307977e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1555620129493417e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.251982014390527e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.565665268706827e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.962955211566083e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,7.721941463083054e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.883926736505495e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.40418273982077e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1824833358240355e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0533108771538998e+27,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.133720537965607e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6817878819150915e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4714200735233106e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1534120930652648e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3542616478749593e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.004039320678314e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.72045549981951e+28,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4685104000727596e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5219624893439977e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.9636041632189925e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7754444341405007e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6455611251338743e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.846259054566298e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.992439829057845e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3620655253560124e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.273843740153504e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.30163808408702e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.688531826474341e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.5393971397126244e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.5172386448659516e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.272439061612445e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.394458718447207e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.997917245151129e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.597056432817713e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.9352242045755172e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.4067415983899745e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.86037918896847e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.584303318158083e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.974247952714855e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2667352997311784e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1891388632101863e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.427486479067556e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.591496564007555e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.035017092978492e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.103940554668429e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.9404186579607286e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8835933932146244e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.692423678091889e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0993655760549246e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.291242436079718e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.326768469732904e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.0423895220660833e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.4529649809855166e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7167231798160588e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.457207053539379e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.74459849839646e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.7131579221305724e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0299170068011837e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1867828632816417e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.439389520745366e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.259317156233671e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.307164935188512e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0623990502064444e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.1848567576319776e+28,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.626912586617814e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.844552027128861e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0297333829250545e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.981620839525132e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.302212687586588e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.468069826110982e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.687877643199088e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.420114185319327e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0279167628720263e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.324714894094256e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0274016908939243e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0163495009514567e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.194195747348525e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.605454605467513e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.0021515813262892e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4588492319407865e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1876589348717958e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.243524605987224e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.675612165360805e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.5147315359238685e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.984346525741064e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5592205027546632e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.128027821345313e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5878289519436485e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4030808338486743e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.725486249107993e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3103441957120484e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7897755160655435e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6152330696302427e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.581843651179493e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.224175032709823e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.200080084344791e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.036921174486968e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.615698841682683e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.302910075675373e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.228066655381507e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0475094530158156e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6393566053975713e+26,Yellow,CANDIDATE,CANDIDATE
