object_name,luminosity,star_color,koi_pdisposition,koi_disposition
Kepler-255 c,2.8863586616469035e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-255 d,2.8863586616469035e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-255 b,2.8863586616469035e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.134062035949768e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-24 b,6.408241602561798e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-24 e,6.408241602561798e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-24 d,6.408241602561798e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,9.200438913293922e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-112 c,2.1590493794919054e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.0221494710068761e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.153522515949264e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1739 b,2.1996848711723324e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.647349383526694e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.27298145274978e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.049690766608354e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.925327170772748e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.631882102510429e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.4492256995094537e+28,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.986483003780999e+28,White,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.3964350452614404e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0843618631371425e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.504281845463271e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.372690982800842e+27,White,FALSE POSITIVE,FALSE POSITIVE
Kepler-111 c,6.258057164707962e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,9.01051877120428e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.525966392074145e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-769 b,6.385789359372861e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-769 c,6.385789359372861e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.00718239649302e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-770 b,4.9051710794608096e+27,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.4633423571029482e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.4318955035364084e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.453991683367083e+25,Orange,CANDIDATE,CANDIDATE
Kepler-784 b,7.915112491618592e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-784 c,7.915112491618592e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-785 b,1.8328760008600904e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.6857248947972371e+28,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.810952464340514e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6857248947972371e+28,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.6306600795486672e+27,Yellow-white,CANDIDATE,CANDIDATE
Kepler-21 b,1.5324622333854215e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.793575816771165e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.764766537454808e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4947590322725654e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-755 b,1.3067422599498698e+26,Orange,CANDIDATE,CONFIRMED
Kepler-755 c,1.3067422599498698e+26,Orange,CANDIDATE,CONFIRMED
Kepler-1734 b,4.379113604260782e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.897103762584392e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-770 c,4.9051710794608096e+27,Orange,CANDIDATE,CONFIRMED
Kepler-770 d,4.9051710794608096e+27,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
Kepler-771 b,4.069993430538847e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.6470265514755718e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.7982749580799676e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.6168176971450344e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.079924112967095e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.974247952714855e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.449908605500982e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6968568002919e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.882506738680922e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.62788479615207e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.948711510604937e+29,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.896468012029179e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.438763045155262e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.025489500854244e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.394219020632102e+27,Yellow-white,CANDIDATE,CANDIDATE
Kepler-265 c,4.564028494918504e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-265 b,4.564028494918504e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-265 e,4.564028494918504e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-265 d,4.564028494918504e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-756 b,4.0185700485496094e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1736 b,4.476448765041086e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-268 b,6.495154333025805e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-268 c,6.495154333025805e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.348171498182289e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-772 b,5.876328225718487e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.805710281560393e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.190160338149083e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.46340180003539e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.122279655964284e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4449971382386185e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-79 d,8.921705126797418e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.2007875368930016e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1973 b,1.8020744555192533e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.2413575056359656e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-260 b,1.8899445439690917e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-260 c,1.8899445439690917e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-111 b,6.258057164707962e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.443907381812418e+28,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.1658841037177224e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9094006331965587e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.707931883036181e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.907847564445701e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-773 b,3.6454077573913775e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-774 b,4.6178137716287006e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.025777083606125e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.1907136558039598e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0748656143694098e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-415 c,3.8320201298475425e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.8320201298475425e+25,Orange,CANDIDATE,CANDIDATE
Kepler-415 b,3.8320201298475425e+25,Orange,CANDIDATE,CONFIRMED
Kepler-79 c,8.921705126797418e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-743 b,2.3364091334636855e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-261 b,1.4139419058324118e+26,Orange,CANDIDATE,CONFIRMED
Kepler-261 c,1.4139419058324118e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.626180673783217e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.626180673783217e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-43 b,8.59439717936698e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.4321635405725435e+24,Red,FALSE POSITIVE,FALSE POSITIVE
Kepler-757 b,2.9748743301844077e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-758 b,9.635076432641474e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-758 c,9.635076432641474e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-758 d,9.635076432641474e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.1907136558039598e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2234837101619807e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.343567595360683e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0586542736731346e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.764051131677565e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.523571995124275e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-786 b,8.697188793749637e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.691037568319802e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1741 b,1.1407860346536985e+25,Red,CANDIDATE,CONFIRMED
Kepler-787 b,3.562896076548986e+25,Orange,CANDIDATE,CONFIRMED
Kepler-79 b,8.921705126797418e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-276 c,3.649171706835359e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.626180673783217e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.2487370316205985e+28,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-744 b,2.842245308984479e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-745 b,5.7371686690842754e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-262 c,3.057370274015897e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-758 e,9.635076432641474e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.0744180566237007e+28,White,FALSE POSITIVE,FALSE POSITIVE
Kepler-759 b,3.975201717074581e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.574799423790686e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2885831046437026e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3021983236938413e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.785405630384991e+27,White,FALSE POSITIVE,FALSE POSITIVE
Kepler-48 b,1.9099976369647684e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.5903857583929825e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.8141359769770117e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-269 b,3.381870967576466e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.8948548430499542e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0609411867065465e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.099049454202658e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2589399388342048e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1740 b,2.9921637749650798e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.7491251050671237e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-262 b,3.057370274015897e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.6455922863208364e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.8198506948245994e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.386176457381674e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.228409786537678e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.198918945834405e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.473090772861701e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.571962925622942e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.492407818509273e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.9270508414995444e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-760 b,1.7025075649289353e+26,Orange,CANDIDATE,CONFIRMED
Kepler-269 c,3.381870967576466e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.381870967576466e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-775 b,2.1639743103254427e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-776 b,1.664666089534657e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.986660126786252e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.743348322055064e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.954782337047244e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9938069181613976e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-275 c,8.766888915113148e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-275 b,8.766888915113148e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-275 d,8.766888915113148e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.64476430274035e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-263 b,1.0935763886979872e+26,Orange,CANDIDATE,CONFIRMED
Kepler-263 c,1.0935763886979872e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.4543680138212023e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-264 b,2.2510723307250296e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-760 c,1.7025075649289353e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.266470229747662e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-266 b,5.396603612940968e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-266 c,5.396603612940968e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.3041280238350804e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.4738004433112488e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-48 c,1.9099976369647684e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.3420999115527417e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0049362072743142e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
Kepler-276 b,3.649171706835359e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-276 d,3.649171706835359e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-788 b,5.955369526436809e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-789 b,3.339963204916221e+27,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.11546671804965e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-264 c,2.2510723307250296e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-746 b,3.0743279406090935e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.8363190361309295e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.3334564446361504e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-747 b,1.4415773371853226e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.5731216171324157e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-761 b,2.4069266706273194e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.8548576110519235e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-762 b,6.366496459246986e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.9485514609178557e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.148663838653989e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.5563394601956645e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.151725802156228e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.541322212616798e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-777 b,2.567517298179231e+25,Orange,CANDIDATE,CONFIRMED
Kepler-778 b,1.703818180376305e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.0329389630075686e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-257 c,2.3653268273269572e+26,Orange,CANDIDATE,CONFIRMED
Kepler-470 b,2.3906105101987285e+28,Yellow,FALSE POSITIVE,CONFIRMED
Kepler-257 b,2.3653268273269572e+26,Orange,CANDIDATE,CONFIRMED
Kepler-257 d,2.3653268273269572e+26,Orange,CANDIDATE,CONFIRMED
Kepler-735 b,1.577553331011159e+26,Orange,CANDIDATE,CONFIRMED
Kepler-18 c,3.158877612906199e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.27513174140693e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-748 b,3.917292444558148e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.2107669898107291e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2520834779855835e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6429002211585378e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-88 b,2.893856015872909e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-267 b,1.5041103226847683e+25,Orange,CANDIDATE,CONFIRMED
Kepler-267 c,1.5041103226847683e+25,Orange,CANDIDATE,CONFIRMED
Kepler-267 d,1.5041103226847683e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.5241805351141278e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-48 d,1.9099976369647684e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.7758057263352968e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.040055651844122e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-779 b,8.467418044543555e+24,Red,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.524409477711667e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-736 b,1.6422951273775467e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.9968307877031452e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1666 b,5.7639169039117644e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-1666 c,5.7639169039117644e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.140476466688997e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.696500041800622e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9875742845659943e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9302785339711868e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-749 b,4.309957136483214e+25,Orange,CANDIDATE,CONFIRMED
Kepler-750 b,1.442832801026805e+27,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.4930080632665774e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.509690263025975e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-763 d,1.5305703769256223e+26,Orange,CANDIDATE,CONFIRMED
Kepler-763 c,1.5305703769256223e+26,Orange,CANDIDATE,CONFIRMED
Kepler-763 b,1.5305703769256223e+26,Orange,CANDIDATE,CONFIRMED
Kepler-270 b,9.314182950715687e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-270 c,9.314182950715687e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
Kepler-780 b,3.964603173131337e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-271 b,2.34334270497609e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-271 c,2.34334270497609e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-737 b,1.4571599410729412e+25,Orange,CANDIDATE,CONFIRMED
Kepler-738 b,1.7371943774050398e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.5523405488147554e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-739 b,3.6453452257296175e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.3720079195632425e+25,Orange,CANDIDATE,CANDIDATE
Kepler-258 b,1.6269573107285172e+26,Orange,CANDIDATE,CONFIRMED
Kepler-18 d,3.158877612906199e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-750 c,1.442832801026805e+27,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.5153547019465e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-751 b,3.0932624287707616e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.2276600136487857e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
Kepler-764 b,2.7968622234840235e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.4446361364127667e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.5656673892420204e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1735 b,2.230743848274429e+25,Orange,CANDIDATE,CONFIRMED
Kepler-765 b,4.7348305121065126e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.005138900533002e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-473 b,7.642617403967934e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.7143390972476582e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.237261813981017e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.0641189913044833e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.3452113459754275e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9044181667649126e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-258 c,1.6269573107285172e+26,Orange,CANDIDATE,CONFIRMED
Kepler-32 b,1.6573921939077258e+25,Orange,CANDIDATE,CONFIRMED
Kepler-32 c,1.6573921939077258e+25,Orange,CANDIDATE,CONFIRMED
Kepler-32 d,1.6573921939077258e+25,Orange,CANDIDATE,CONFIRMED
Kepler-32 e,1.6573921939077258e+25,Orange,CANDIDATE,CONFIRMED
Kepler-32 f,1.6573921939077258e+25,Orange,CANDIDATE,CONFIRMED
